ID,PAGE,TYPE,ITALIAN,MALAY,DOCULECT,WORD,WORD2,TOBA_BATAK_SOURCE,REMARK
1354,277,word,Sordo,Peca,TOBA_BATAK,Ne<i>ng</i>el,nengel,J. S. A. Van Dissel,
1355,277,word,Sordo,Peca,ENGGANO,Capihoro,capihoro,,
1356,278,word,Sorella,Sudára prampuán,NIAS,Talifus<i>o</i> alawe,talifuso alawe,,
1357,278,word,Sorella,Sudára prampuán,TOBA_BATAK,Iboto,iboto,,
1358,278,word,Sorella,Sudára prampuán,TOBA_BATAK,"Haha<rm=""maggiore"">",haha,,"<rm=""maggiore"">"
1359,278,word,Sorella,Sudára prampuán,TOBA_BATAK,"Anghi<rm=""minore"">",anghi,,"<rm=""minore"">"
1360,278,word,Sorella,Sudára prampuán,ENGGANO,Eaha ehòda,eaha ehòda,,
1361,278,word,Sospendere,Gantó-ng-,NIAS,Tawi²,tawi²,,GPWR--Reciprocal (?)
1362,278,word,Sospendere,Gantó-ng-,TOBA_BATAK,Gantu<i>ng</i>,gantung,,GPWR--Reciprocal (?)
1363,278,word,Sospendere,Gantó-ng-,ENGGANO,Paraia,paraia,,GPWR--Reciprocal (?)
1364,278,word,Spalla,Bahu,NIAS,Alisi,alisi,,
1365,278,word,Spalla,Bahu,TOBA_BATAK,Abara,abara,J. S. A. Van Dissel,
1366,278,word,Spalla,Bahu,ENGGANO,Ami²,ami²,,
1367,278,word,Spazzare,Sapú,NIAS,Bezini,bezini,,
1368,278,word,Spazzare,Sapú,TOBA_BATAK,Mangapusi,mangapusi,J. S. A. Van Dissel,
1369,278,word,Spazzare,Sapú,ENGGANO,Ehoari,ehoari,,
1370,278,word,Spazzatura,Sapuán,NIAS,Sasáo,sasáo,,
1371,278,word,Spazzatura,Sapuán,TOBA_BATAK,Te,te,J. S. A. Van Dissel,
1372,278,word,Spazzatura,Sapuán,ENGGANO,Chèlo²,chèlo²,,
1373,278,word,Speranza,Haráp,NIAS,Faotona,faotona,,
1374,278,word,Speranza,Haráp,TOBA_BATAK,,,,
1375,278,word,Speranza,Haráp,ENGGANO,Ahecù,ahecù,,
1376,278,word,Spirito,Antú,NIAS,Bèchu,bèchu,,
1377,278,word,Spirito,Antú,TOBA_BATAK,Begu,begu,J. S. A. Van Dissel,
1378,278,word,Spirito,Antú,ENGGANO,Ecoè,ecoè,,
1379,278,word,Sposare,Cawín,NIAS,Fangowálu,fangowálu,,
1380,278,word,Sposare,Cawín,TOBA_BATAK,Sappur,sappur,,
1381,278,word,Sposare,Cawín,ENGGANO,Pahona,pahona,,
1382,278,word,Sputare,Meludáh,NIAS,Menghedilo,menghedilo,,
1383,278,word,Sputare,Meludáh,TOBA_BATAK,Marsitidgiur,marsitidgiur,,
1384,278,word,Sputare,Meludáh,ENGGANO,Aheito,aheito,,
1385,278,word,Stancarsi,Paiá,NIAS,Erege d<i>o</i>d<i>o</i>,erege dodo,,
1386,278,word,Stancarsi,Paiá,TOBA_BATAK,Pajah,pajah,,
1387,278,word,Stancarsi,Paiá,ENGGANO,Capiaca,capiaca,,
1388,278,word,Star seduto,Berdudo Bintáng,NIAS,Mudadao D<i>o</i>fi,mudadao dofi,,M--berduduk bintáng (?)
1389,278,word,Star seduto,Berdudo Bintáng,TOBA_BATAK,Morsonggopan Bittang,morsonggopan bittang,J. S. A. Van Dissel,M--berduduk bintáng (?)
1390,278,word,Star seduto,Berdudo Bintáng,ENGGANO,Ahecu Cahomimi,ahecu cahomimi,,M--berduduk bintáng (?)
1391,278,word,Stracciare,Mentciaríc,NIAS,Manica,manica,,
1392,278,word,Stracciare,Mentciaríc,TOBA_BATAK,Suwac,suwac,J. S. A. Van Dissel,
1393,278,word,Stracciare,Mentciaríc,ENGGANO,Capica,capica,,
1394,278,word,Strada,Gialán,NIAS,Lala,lala,,"I--<pos=""noun"">"
1395,278,word,Strada,Gialán,TOBA_BATAK,Dalan,dalan,J. S. A. Van Dissel,"I--<pos=""noun"">"
1396,278,word,Strada,Gialán,ENGGANO,Ecò,ecò,,"I--<pos=""noun"">"
1397,278,word,Stranutire,Bersín,NIAS,Baho,baho,,
1398,278,word,Stranutire,Bersín,TOBA_BATAK,Barsi,barsi,J. S. A. Van Dissel,
1399,278,word,Stranutire,Bersín,ENGGANO,Eapacu,eapacu,,
1400,278,word,Stregato dal diavolo,Chená giin,NIAS,Nifachico,nifachico,,
1401,278,word,Stregato dal diavolo,Chená giin,TOBA_BATAK,Manginsona,manginsona,,
1402,278,word,Stregato dal diavolo,Chená giin,ENGGANO,Enocuè,enocuè,,
1403,278,word,Stritolare,Túmbuc,NIAS,Muta,muta,,
1404,278,word,Stritolare,Túmbuc,TOBA_BATAK,Mangulatac,mangulatac,J. S. A. Van Dissel,
1405,278,word,Stritolare,Túmbuc,ENGGANO,Bachechè,bachechè,,
1406,278,word,Stupirsi,Heirán,NIAS,D<i>o</i>d<i>o</i> mate,dodo mate,,
1407,278,word,Stupirsi,Heirán,TOBA_BATAK,,,,
1408,278,word,Stupirsi,Heirán,ENGGANO,Eachidà,eachidà,,
1409,278,word,Subito,Sebentár,NIAS,Dania,dania,,GPWR--Reciprocal (?)
1410,278,word,Subito,Sebentár,TOBA_BATAK,Tocchinnai,tocchinnai,,GPWR--Reciprocal (?)
1411,278,word,Subito,Sebentár,ENGGANO,Paniha,paniha,,GPWR--Reciprocal (?)
1412,278,word,Suo,Dia púnia,NIAS,Nia,nia,,
1413,278,word,Suo,Dia púnia,TOBA_BATAK,,,,
1414,278,word,Suo,Dia púnia,ENGGANO,Eharudia,eharudia,,
1415,278,word,Superfluo,Limpah,NIAS,L<i>o</i>ra,lora,,
1416,278,word,Superfluo,Limpah,TOBA_BATAK,,,,
1417,278,word,Superfluo,Limpah,ENGGANO,Echienia,echienia,,
1418,278,word,Svegliarsi,Bangún,NIAS,,,,
1419,278,word,Svegliarsi,Bangún,TOBA_BATAK,Tarsungul,tarsungul,,
1420,278,word,Svegliarsi,Bangún,ENGGANO,Baharo,baharo,,
1421,278,word,Tagliare,Poton,NIAS,Laforo,laforo,,
1422,278,word,Tagliare,Poton,TOBA_BATAK,Manangoi,manangoi,J. S. A. Van Dissel,
1423,278,word,Tagliare,Poton,ENGGANO,Huca,huca,,
1424,278,word,Tagliar barba,Ciucur,NIAS,Laforo gambi,laforo gambi,,
1425,278,word,Tagliar barba,Ciucur,TOBA_BATAK,,,,
1426,278,word,Tagliar barba,Ciucur,ENGGANO,Moonè,moonè,,
1427,278,word,Tagliar boschi,Poton rimbu,NIAS,Fanaba,fanaba,,
1428,278,word,Tagliar boschi,Poton rimbu,TOBA_BATAK,,,,
1429,278,word,Tagliar boschi,Poton rimbu,ENGGANO,Eápia,eápia,,
1430,278,word,Tagliente,Tagiám,NIAS,Atar<i>o</i>,ataro,,
1431,278,word,Tagliente,Tagiám,TOBA_BATAK,Mangiris,mangiris,,
1432,278,word,Tagliente,Tagiám,ENGGANO,Eorodia,eorodia,,
1433,278,word,Temere,Tacút,NIAS,Moghichi,moghichi,,
1434,278,word,Temere,Tacút,TOBA_BATAK,Bijar,bijar,,
1435,278,word,Temere,Tacút,ENGGANO,Caho,caho,,
1436,278,word,Temuto,Tacút acan dia,NIAS,Cabúa,cabúa,,
1437,278,word,Temuto,Tacút acan dia,TOBA_BATAK,,,,
1438,278,word,Temuto,Tacút acan dia,ENGGANO,Coeue,coeue,,
1439,278,word,Terra,Tana,NIAS,Tano,tano,,
1440,278,word,Terra,Tana,TOBA_BATAK,Tano,tano,,
1441,278,word,Terra,Tana,ENGGANO,Elopo,elopo,,
1442,278,word,Terremoto,Goiáng tana,NIAS,Durú,durú,,
1443,278,word,Terremoto,Goiáng tana,TOBA_BATAK,Lalo,lalo,,
1444,278,word,Terremoto,Goiáng tana,ENGGANO,Edihio,edihio,,
1445,278,word,Testa,Capala,NIAS,Hog<i>o</i>,hogo,,
1446,278,word,Testa,Capala,TOBA_BATAK,Ulu,ulu,,
1447,278,word,Testa,Capala,ENGGANO,Euru,euru,,
1448,278,word,Testa,Capala,ENGGANO,Epua ulu,epua ulu,,
1449,278,word,Testimonio,Sacsí,NIAS,Sano<i>ng</i>oni,sanongoni,,
1450,278,word,Testimonio,Sacsí,TOBA_BATAK,Si tindangi,si tindangi,J. S. A. Van Dissel,
1451,278,word,Testimonio,Sacsí,ENGGANO,Ecaca chipuoa,ecaca chipuoa,,
1452,278,word,Testimonianza,Hal ber sacsí,NIAS,Lafaduhu,lafaduhu,,M--hal bersacsí
1453,278,word,Testimonianza,Hal ber sacsí,TOBA_BATAK,,,,M--hal bersacsí
1454,278,word,Testimonianza,Hal ber sacsí,ENGGANO,Epuha euba,epuha euba,,M--hal bersacsí
1455,278,word,Testimonianza,Hal ber sacsí,ENGGANO,Eho uba,eho uba,,M--hal bersacsí
1456,278,word,Tetto di casa,Bumbo-ng- ; Atap,NIAS,Bulu nomo,bulu nomo,,
1457,278,word,Tetto di casa,Bumbo-ng- ; Atap,TOBA_BATAK,Tarup,tarup,,
1458,278,word,Tetto di casa,Bumbo-ng- ; Atap,ENGGANO,,,,
1459,278,word,Timido,Penactú,NIAS,Atau,atau,,
1460,278,word,Timido,Penactú,TOBA_BATAK,Biiar,biiar,J. S. A. Van Dissel,
1461,278,word,Timido,Penactú,ENGGANO,Ucania,ucania,,
1462,278,word,Tirar pietre,Lutar batú,NIAS,Latebu gara,latebu gara,,
1463,278,word,Tirar pietre,Lutar batú,TOBA_BATAK,Mangalutarhon,mangalutarhon,J. S. A. Van Dissel,
1464,278,word,Tirar pietre,Lutar batú,ENGGANO,Eabuaa,eabuaa,,
1465,278,word,Torcia,Damar,NIAS,D<i>o</i>god<i>o</i>go,dogodogo,,
1466,278,word,Torcia,Damar,TOBA_BATAK,Sulu²,sulu²,J. S. A. Van Dissel,
1467,278,word,Torcia,Damar,ENGGANO,Ehaenui,ehaenui,,
1468,279,word,Tormentare,Meniachít,NIAS,Mamacao,mamacao,,
1469,279,word,Tormentare,Meniachít,TOBA_BATAK,,,,
1470,279,word,Tormentare,Meniachít,ENGGANO,Baridaha aho,baridaha aho,,
1471,279,word,Tossire,Batúc,NIAS,Mochehacheha,mochehacheha,,
1472,279,word,Tossire,Batúc,TOBA_BATAK,Bntuc,bntuc,J. S. A. Van Dissel,
1473,279,word,Tossire,Batúc,ENGGANO,Ehe,ehe,,
1474,279,word,Trattative matrimoniali,Porgiangián cawín,NIAS,Famalúa li,famalúa li,,M--perjanjian kawin
1475,279,word,Trattative matrimoniali,Porgiangián cawín,TOBA_BATAK,,,,M--perjanjian kawin
1476,279,word,Trattative matrimoniali,Porgiangián cawín,ENGGANO,Chipenanau,chipenanau,,M--perjanjian kawin
1477,279,word,Tremare (di terremoto),Goiá-ng-,NIAS,,,,
1478,279,word,Tremare (di terremoto),Goiá-ng-,TOBA_BATAK,Humuntal,humuntal,,
1479,279,word,Tremare (di terremoto),Goiá-ng-,ENGGANO,,,,
1480,279,word,Tremare,,NIAS,,,,
1481,279,word,Tremare,,TOBA_BATAK,,,,
1482,279,word,Tremare,,ENGGANO,Cheachininichi,cheachininichi,,
1483,279,word,Trovare,Dapát,NIAS,Nis<i>o</i>ndra,nisondra,,GPWR--reciprocal (?)
1484,279,word,Trovare,Dapát,TOBA_BATAK,Mandapot,mandapot,,GPWR--reciprocal (?)
1485,279,word,Trovare,Dapát,ENGGANO,Pacoha,pacoha,,GPWR--reciprocal (?)
1486,279,word,Tutti,Samognia,NIAS,Fefu,fefu,,
1487,279,word,Tutti,Samognia,TOBA_BATAK,Saluhutna,saluhutna,,
1488,279,word,Tutti,Samognia,ENGGANO,Chidara,chidara,,
1489,279,word,Unghia,Cucú,NIAS,Saa,saa,,
1490,279,word,Unghia,Cucú,TOBA_BATAK,Nuhu,nuhu,,
1491,279,word,Unghia,Cucú,ENGGANO,Canuúnu,canuúnu,,
1492,279,word,Unghia,Cucú,ENGGANO,Eca uapo,eca uapo,,
1493,279,word,Uomo,Orang,NIAS,Niha,niha,,
1494,279,word,Uomo,Orang,TOBA_BATAK,Giolma,giolma,,
1495,279,word,Uomo,Orang,ENGGANO,Caca,caca,,
1496,279,word,Uovo,Telor,NIAS,Adúlo,adúlo,,
1497,279,word,Uovo,Telor,TOBA_BATAK,Pira,pira,,
1498,279,word,Uovo,Telor,ENGGANO,Iara,iara,,
1499,279,word,Utero,Pe-ng-anacán,NIAS,Naha nono,naha nono,,
1500,279,word,Utero,Pe-ng-anacán,TOBA_BATAK,Paranahan,paranahan,,
1501,279,word,Utero,Pe-ng-anacán,ENGGANO,Caacheo,caacheo,,
1502,279,word,Utile,Berguna,NIAS,Ta uno,ta uno,,
1503,279,word,Utile,Berguna,TOBA_BATAK,Buwat,buwat,,
1504,279,word,Utile,Berguna,ENGGANO,Eharuca,eharuca,,
1505,279,word,Ubriaco,Mabúc,NIAS,Mabú,mabú,,
1506,279,word,Ubriaco,Mabúc,TOBA_BATAK,,,,
1507,279,word,Ubriaco,Mabúc,ENGGANO,Eipuru,eipuru,,
1508,279,word,Uccello,Buróng,NIAS,Fòfo,fòfo,,
1509,279,word,Uccello,Buróng,TOBA_BATAK,Pidong,pidong,,
1510,279,word,Uccello,Buróng,ENGGANO,Cheèpa,cheèpa,,
1511,279,word,Uccidere,Bunú,NIAS,Famunu,famunu,,GPWR--reciprocal (?)
1512,279,word,Uccidere,Bunú,TOBA_BATAK,Mamunu,mamunu,,GPWR--reciprocal (?)
1513,279,word,Uccidere,Bunú,ENGGANO,Pacahalè,pacahalè,,GPWR--reciprocal (?)
1514,279,word,Uguale,Sama,NIAS,Faoma,faoma,,GPWR--reciprocal (?)
1515,279,word,Uguale,Sama,TOBA_BATAK,So<i>ng</i>on,songon,,GPWR--reciprocal (?)
1516,279,word,Uguale,Sama,ENGGANO,Panacona,panacona,,GPWR--reciprocal (?)
1517,279,word,Va bene,Baíc,NIAS,Lau,lau,,
1518,279,word,Va bene,Baíc,TOBA_BATAK,Ima dengan,ima dengan,J. S. A. Van Dissel,
1519,279,word,Va bene,Baíc,ENGGANO,Abaua,abaua,,
1520,279,word,Vaiolato,Bertciapúc,NIAS,Bahibahino,bahibahino,,
1521,279,word,Vaiolato,Bertciapúc,TOBA_BATAK,,,,
1522,279,word,Vaiolato,Bertciapúc,ENGGANO,Capochepeche,capochepeche,,
1523,279,word,Vaiolo,Tciaciar,NIAS,,,,GPWR--reciprocal (?)
1524,279,word,Vaiolo,Tciaciar,TOBA_BATAK,,,,GPWR--reciprocal (?)
1525,279,word,Vaiolo,Tciaciar,ENGGANO,Pacunuio,pacunuio,,GPWR--reciprocal (?)
1526,279,word,Vai via,Pighí,NIAS,Mofano,mofano,,
1527,279,word,Vai via,Pighí,TOBA_BATAK,Ale mundur do laho do,ale mundur do laho do,,
1528,279,word,Vai via,Pighí,ENGGANO,Uaha nooni,uaha nooni,,
1529,279,word,Valoroso,Braní,NIAS,Amui,amui,,
1530,279,word,Valoroso,Braní,TOBA_BATAK,Begu,begu,,
1531,279,word,Valoroso,Braní,ENGGANO,Chèoba elà ibudia,chèoba elà ibudia,,
1532,279,word,Vomitare,Muntah,NIAS,,,,
1533,279,word,Vomitare,Muntah,TOBA_BATAK,Marompas,marompas,,
1534,279,word,Vomitare,Muntah,ENGGANO,Cheoa,cheoa,,
1535,279,word,Vecchio,Tua,NIAS,Atúa,atúa,,
1536,279,word,Vecchio,Tua,TOBA_BATAK,Matua,matua,,
1537,279,word,Vecchio,Tua,ENGGANO,Capu,capu,,
1538,279,word,Vedere,Liát,NIAS,Mamaigi,mamaigi,,
1539,279,word,Vedere,Liát,TOBA_BATAK,Mornida,mornida,,
1540,279,word,Vedere,Liát,ENGGANO,Pua,pua,,
1541,279,word,Vedova,Bálu prampuán,NIAS,Laha mbanùa,laha mbanùa,,
1542,279,word,Vedova,Bálu prampuán,TOBA_BATAK,Balu,balu,,
1543,279,word,Vedova,Bálu prampuán,ENGGANO,Cabócu,cabócu,,
1544,279,word,Vedovo,Bálu lachí lachí,NIAS,Si mate donga,si mate donga,,
1545,279,word,Vedovo,Bálu lachí lachí,TOBA_BATAK,,,,
1546,279,word,Vedovo,Bálu lachí lachí,ENGGANO,Purihio,purihio,,
1547,279,word,Vedova che sposa il cognato,,NIAS,,,,
1548,279,word,Vedova che sposa il cognato,,TOBA_BATAK,,,,
1549,279,word,Vedova che sposa il cognato,,ENGGANO,Eacoupi,eacoupi,,
1550,279,word,Vedova che sposa un altro uomo,,NIAS,,,,
1551,279,word,Vedova che sposa un altro uomo,,TOBA_BATAK,,,,
1552,279,word,Vedova che sposa un altro uomo,,ENGGANO,Caaia,caaia,,
1553,279,word,Vedovo che ripiglia moglie,,NIAS,,,,
1554,279,word,Vedovo che ripiglia moglie,,TOBA_BATAK,,,,
1555,279,word,Vedovo che ripiglia moglie,,ENGGANO,Pohòchi,pohòchi,,
1556,279,word,Vendere,Giuál,NIAS,Nifamawe,nifamawe,,
1557,279,word,Vendere,Giuál,TOBA_BATAK,Morgadis,morgadis,,
1558,279,word,Vendere,Giuál,ENGGANO,Pachèli enia,pachèli enia,,
1559,279,word,Vendetta,Pembalasán,NIAS,Falaombalo,falaombalo,,
1560,279,word,Vendetta,Pembalasán,TOBA_BATAK,Balos,balos,,
1561,279,word,Vendetta,Pembalasán,ENGGANO,Uacoli ipurudia,uacoli ipurudia,,
1562,279,word,Venire,Data-ng-,NIAS,Aine,aine,,
1563,279,word,Venire,Data-ng-,TOBA_BATAK,Ro,ro,,
1564,279,word,Venire,Data-ng-,ENGGANO,Chicababa,chicababa,,
1565,279,word,Vento,Agnín,NIAS,Angi,angi,,
1566,279,word,Vento,Agnín,TOBA_BATAK,Alogo,alogo,J. S. A. Van Dissel,
1567,279,word,Vento,Agnín,ENGGANO,Chiu,chiu,,
1568,279,word,Ventre,Prút,NIAS,Talu,talu,,
1569,279,word,Ventre,Prút,TOBA_BATAK,Butuc,butuc,,
1570,279,word,Ventre,Prút,ENGGANO,Echiteica,echiteica,,
1571,279,word,Ventre,Prút,ENGGANO,Echida,echida,,
1572,280,word,Ventre grosso,Prút besár,NIAS,Búto,búto,,
1573,280,word,Ventre grosso,Prút besár,TOBA_BATAK,Mabubu,mabubu,,
1574,280,word,Ventre grosso,Prút besár,ENGGANO,,,,
1575,280,word,Vergine,Gadís,NIAS,Ono alave,ono alave,,
1576,280,word,Vergine,Gadís,TOBA_BATAK,Dara,dara,J. S. A. Van Dissel,
1577,280,word,Vergine,Gadís,ENGGANO,Poenamu,poenamu,,
1578,280,word,Verità,Butúl,NIAS,Si duhu,si duhu,,
1579,280,word,Verità,Butúl,TOBA_BATAK,Tutu,tutu,,
1580,280,word,Verità,Butúl,ENGGANO,Ecunana,ecunana,,
1581,280,word,Verso,Ca,NIAS,Hò,hò,,
1582,280,word,Verso,Ca,TOBA_BATAK,Di,di,,
1583,280,word,Verso,Ca,ENGGANO,Ca,ca,,
1584,280,word,Viaggiare,Gialán,NIAS,Wecoli,wecoli,,
1585,280,word,Viaggiare,Gialán,TOBA_BATAK,Mordalan,mordalan,,
1586,280,word,Viaggiare,Gialán,ENGGANO,Caha cacocoi,caha cacocoi,,
1587,280,word,Vieni qui (detto a cani),,NIAS,,,,
1588,280,word,Vieni qui (detto a cani),,TOBA_BATAK,,,,
1589,280,word,Vieni qui (detto a cani),,ENGGANO,Ií,ií,,
1590,280,word,Vieni qui (detto a persone),Mári sini,NIAS,,,,
1591,280,word,Vieni qui (detto a persone),Mári sini,TOBA_BATAK,Ale tu son ma ho,ale tu son ma ho,,
1592,280,word,Vieni qui (detto a persone),Mári sini,ENGGANO,Adeé,adeé,,
1593,280,word,Villaggio,Campó-ng-,NIAS,Banúa,banúa,,
1594,280,word,Villaggio,Campó-ng-,TOBA_BATAK,Huta,huta,,
1595,280,word,Villaggio,Campó-ng-,ENGGANO,Caudara,caudara,,
1596,280,word,Vincitore,Galíb,NIAS,Sim<i>o</i>na,simona,,
1597,280,word,Vincitore,Galíb,TOBA_BATAK,Na manaluhon,na manaluhon,J. S. A. Van Dissel,
1598,280,word,Vincitore,Galíb,ENGGANO,Eeò,eeò,,
1599,280,word,Viso,Mucá,NIAS,Bava,bava,,
1600,280,word,Viso,Mucá,TOBA_BATAK,,,,
1601,280,word,Viso,Mucá,ENGGANO,Ebaca,ebaca,,
1602,280,word,Vivente,Idup,NIAS,Auri,auri,,
1603,280,word,Vivente,Idup,TOBA_BATAK,Mangulu,mangulu,,
1604,280,word,Vivente,Idup,ENGGANO,Coda,coda,,
1605,280,word,Voce,Suara,NIAS,Li,li,,
1606,280,word,Voce,Suara,TOBA_BATAK,,,,
1607,280,word,Voce,Suara,ENGGANO,Egi,egi,,
1608,280,word,Volare,Terbáng,NIAS,Hunombo,hunombo,,
1609,280,word,Volare,Terbáng,TOBA_BATAK,Haba<i>ng</i>,habang,,
1610,280,word,Volare,Terbáng,ENGGANO,Eèpa,eèpa,,
1611,280,word,Volere,Mau,NIAS,Bech<i>o</i>ggu,bechoggu,,
1612,280,word,Volere,Mau,TOBA_BATAK,Olo,olo,J. S. A. Van Dissel,
1613,280,word,Volere,Mau,ENGGANO,Uacahapi,uacahapi,,
1614,280,word,Vuoto,Cossóng,NIAS,L<i>o</i> osisi,lo osisi,,
1615,280,word,Vuoto,Cossóng,TOBA_BATAK,Rumar,rumar,J. S. A. Van Dissel,
1616,280,word,Vuoto,Cossóng,ENGGANO,Chèoba hela,chèoba hela,,
1617,280,word,Zanzara grande,Gnemúc,NIAS,Die,die,,M--Gemúc
1618,280,word,Zanzara grande,Gnemúc,TOBA_BATAK,Ronhit,ronhit,J. S. A. Van Dissel,M--Gemúc
1619,280,word,Zanzara grande,Gnemúc,ENGGANO,Echia,echia,,M--Gemúc
1620,280,word,Zanzara piccola,,NIAS,Die,die,,
1621,280,word,Zanzara piccola,,TOBA_BATAK,Ronhit,ronhit,J. S. A. Van Dissel,
1622,280,word,Zanzara piccola,,ENGGANO,Comau,comau,,
1623,280,word,Zappa,Ciancúl,NIAS,Facu,facu,,"E--It is interesting that Enggano does not have the word for Malay ""cangkul"" when Modigliani visited."
1624,280,word,Zappa,Ciancúl,TOBA_BATAK,Tambila<i>ng</i>,tambilang,J. S. A. Van Dissel,"E--It is interesting that Enggano does not have the word for Malay ""cangkul"" when Modigliani visited."
1625,280,word,Zappa,Ciancúl,ENGGANO,,,,"E--It is interesting that Enggano does not have the word for Malay ""cangkul"" when Modigliani visited."
1626,280,word,Zoppicare,Timpáng,NIAS,Ahelahela,ahelahela,,
1627,280,word,Zoppicare,Timpáng,TOBA_BATAK,Mempanghempang,mempanghempang,,
1628,280,word,Zoppicare,Timpáng,ENGGANO,Caracoiaidia,caracoiaidia,,
1629,280,word,Zucca,Labu,NIAS,Laidgiu,laidgiu,,
1630,280,word,Zucca,Labu,TOBA_BATAK,,,,
1631,280,word,Zucca,Labu,ENGGANO,Edoa,edoa,,
1632,280,number,Uno,Satú,NIAS,Sára,sára,,
1633,280,number,Uno,Satú,TOBA_BATAK,Sáda,sáda,,
1634,280,number,Uno,Satú,ENGGANO,Cáic,cáic,,
1635,280,number,Due,Duá,NIAS,Duá,duá,,
1636,280,number,Due,Duá,TOBA_BATAK,Dúwa,dúwa,,
1637,280,number,Due,Duá,ENGGANO,Adúwa,adúwa,,
1638,280,number,Tre,Tiga,NIAS,T<i>o</i>lu,tolu,,
1639,280,number,Tre,Tiga,TOBA_BATAK,Tòlu,tòlu,,
1640,280,number,Tre,Tiga,ENGGANO,Acòlu,acòlu,,
1641,280,number,Quattro,Ampát,NIAS,<i>O</i>fa,ofa,,
1642,280,number,Quattro,Ampát,TOBA_BATAK,Opat,opat,,
1643,280,number,Quattro,Ampát,ENGGANO,Afa,afa,,
1644,280,number,Cinque,Líma,NIAS,Lima,lima,,
1645,280,number,Cinque,Líma,TOBA_BATAK,Líma,líma,,
1646,280,number,Cinque,Líma,ENGGANO,Alíme,alíme,,
1647,280,number,Sei,Annám,NIAS,On<i>o</i>,ono,,
1648,280,number,Sei,Annám,TOBA_BATAK,Onòm,onòm,,
1649,280,number,Sei,Annám,ENGGANO,Cachíne,cachíne,,
1650,280,number,Sette,Tugiú,NIAS,Fitu,fitu,,
1651,280,number,Sette,Tugiú,TOBA_BATAK,Pítu,pítu,,
1652,280,number,Sette,Tugiú,ENGGANO,Alíme adúwa,alíme adúwa,,
1653,280,number,Otto,Dlapán,NIAS,Walu,walu,,
1654,280,number,Otto,Dlapán,TOBA_BATAK,Uwálu,uwálu,,
1655,280,number,Otto,Dlapán,ENGGANO,Afa afa,afa afa,,
1656,280,number,Nove,Sembilan,NIAS,Siwa,siwa,,
1657,280,number,Nove,Sembilan,TOBA_BATAK,Sija,sija,,
1658,280,number,Nove,Sembilan,ENGGANO,Alíme afa,alíme afa,,
1659,280,number,Dieci,Sapúlu,NIAS,Fúlu,fúlu,,
1660,280,number,Dieci,Sapúlu,TOBA_BATAK,Sappúlu,sappúlu,,
1661,280,number,Dieci,Sapúlu,ENGGANO,Cahafúlo,cahafúlo,,
1662,280,number,Undici,Sablás (Satú blás),NIAS,Fele dgiára,fele dgiára,,
1663,280,number,Undici,Sablás (Satú blás),TOBA_BATAK,Sappúlu sada,sappúlu sada,,
1664,280,number,Undici,Sablás (Satú blás),ENGGANO,Cahafúlo cáic,cahafúlo cáic,,
1665,280,number,Dodici,Duablás,NIAS,Felendrúa,felendrúa,,
1666,280,number,Dodici,Duablás,TOBA_BATAK,Sappúlu duwa,sappúlu duwa,,
1667,280,number,Dodici,Duablás,ENGGANO,Cahafúlo adúwa,cahafúlo adúwa,,
1668,280,number,Tredici,Tigablás,NIAS,Fele d<i>o</i>lu,fele dolu,,
1669,280,number,Tredici,Tigablás,TOBA_BATAK,Sappúlu tolu,sappúlu tolu,,
1670,280,number,Tredici,Tigablás,ENGGANO,Cahafúlo acòlu,cahafúlo acòlu,,
1671,280,number,Quattordici,Ampatblás,NIAS,Fele <i>o</i>fa,fele ofa,,"E--The given, original form ""Cagafúlo afá"" could be a typo for ""Cahafúlo afá""?, which is more consistent with the other related forms."
1672,280,number,Quattordici,Ampatblás,TOBA_BATAK,Sappúlu opat,sappúlu opat,,"E--The given, original form ""Cagafúlo afá"" could be a typo for ""Cahafúlo afá""?, which is more consistent with the other related forms."
1673,280,number,Quattordici,Ampatblás,ENGGANO,Cahafúlo afá,cahafúlo afá,,"E--The given, original form ""Cagafúlo afá"" could be a typo for ""Cahafúlo afá""?, which is more consistent with the other related forms."
1674,280,number,Quindici,Limablás,NIAS,Fele lima,fele lima,,
1675,280,number,Quindici,Limablás,TOBA_BATAK,Sappúlu lima,sappúlu lima,,
1676,280,number,Quindici,Limablás,ENGGANO,Cahafúlo alíme,cahafúlo alíme,,
1677,280,number,Sedici,Annamblás,NIAS,Fele <i>o</i>no,fele ono,,
1678,280,number,Sedici,Annamblás,TOBA_BATAK,Sappúlu onom,sappúlu onom,,
1679,280,number,Sedici,Annamblás,ENGGANO,Cahafúlo cachine,cahafúlo cachine,,
1680,281,number,Diciassette,Tugiublás,NIAS,Fele witu,fele witu,,
1681,281,number,Diciassette,Tugiublás,TOBA_BATAK,Sappúlu pitu,sappúlu pitu,,
1682,281,number,Diciassette,Tugiublás,ENGGANO,Cahafúlo alíme adúwa,cahafúlo alíme adúwa,,
1683,281,number,Diciotto,Dlapanblás,NIAS,Fele walu,fele walu,,
1684,281,number,Diciotto,Dlapanblás,TOBA_BATAK,Sappúlu uwalu,sappúlu uwalu,,
1685,281,number,Diciotto,Dlapanblás,ENGGANO,Cahafúlo afa afa,cahafúlo afa afa,,
1686,281,number,Diciannove,Sembilanblás,NIAS,Fele dgíwa,fele dgíwa,,
1687,281,number,Diciannove,Sembilanblás,TOBA_BATAK,Sappúlu sija,sappúlu sija,,
